Year,Marks,Model,Body Type,Mileage,Engine Size,Transmission,Fuel Type,Price($),City, Car Type
2023,Kia,EV9,SUV,"20,053",N/A,Reduction Gear,Electric,99990,Western Australia,Demo
2023,Mazda,CX-90,SUV,"6,158",3.3L,Sports Automatic Single Clutch,Petrol,79888,New South Wales,Demo
2017,Ford,Ranger,Ute,"107,544",2.2L,Sports Automatic,Diesel,32490,Queensland,Used
2018,LDV,G10,Van,"123,640",2.4L,Manual,Petrol,15445,Queensland,Used
2019,Toyota,Hilux,N/A,"56,019",2.7L,Manual,Petrol,24990,Queensland,Used
2025,MINI,Countryman,SUV,N/A,N/A,Automatic,Electric,67990,N/A,Available to order
2022,Suzuki,Swift,Hatchback,"31,753",1.2L,Constantly Variable Transmission,Petrol,20888,Victoria,Used
2024,MG,MG3,Hatchback,16,1.5L,Automatic,Petrol,18490,Queensland,New
2023,Toyota,Camry,Sedan,"51,681",2.5L,Sports Automatic,Petrol,29860,New South Wales,Used
2020,MG,MG3,Hatchback,"78,126",1.5L,Automatic,Petrol,13985,Queensland,Used
2019,Hyundai,iMax,N/A,"128,733",2.5L,Automatic,Diesel,32690,Queensland,Used
2025,MINI,Cooper,Hatchback,N/A,2.0L,Sports Automatic Dual Clutch,Petrol,54990,N/A,Available to order
2019,Toyota,Corolla,Sedan,"40,483",1.8L,Constantly Variable Transmission,Petrol,24990,Victoria,Used
2018,Mazda,CX-5,SUV,"80,612",2.5L,Sports Automatic,Petrol,26980,New South Wales,Used
2016,Toyota,Landcruiser Prado,SUV,"109,838",2.8L,Sports Automatic,Diesel,46888,Victoria,Used
2010,Toyota,Hilux,Ute,"258,522",3.0L,Automatic,Diesel,19569,Queensland,Used
2016,Mercedes-Benz,GLA-Class,SUV,"40,443",1.6L,Sports Automatic Dual Clutch,Petrol,27888,Victoria,Used
2025,MINI,Countryman,SUV,N/A,2.0L,Sports Automatic Dual Clutch,Petrol,70990,N/A,Available to order
2022,Kia,Carnival,N/A,"61,390",2.2L,Sports Automatic,Diesel,43990,Queensland,Used
2022,Land,Rover Discovery Sport,SUV,"36,960",2.0L,Sports Automatic,Petrol,59990,Victoria,Used
2024,Mazda,2,Hatchback,"1,005",1.5L,Sports Automatic,Petrol,24990,Queensland,Used
2014,Toyota,Corolla,Hatchback,"111,927",1.8L,Constantly Variable Transmission,Petrol,17500,New South Wales,Used
2024,Ford,Everest,SUV,"11,684",2.0L,Sports Automatic,Diesel,51833,Victoria,Used
2025,MINI,Countryman,SUV,N/A,2.0L,Sports Automatic Dual Clutch,Petrol,63990,N/A,Available to order
2024,GWM,Haval Jolion,SUV,32,1.5L,Sports Automatic Dual Clutch,Petrol,23680,New South Wales,Used
2017,Land,Rover Range Rover Evoque,SUV,"93,303",2.0L,Sports Automatic,Diesel,30890,Tasmania,Used
2023,Mazda,2,Hatchback,"28,896",1.5L,Sports Automatic,Petrol,23680,New South Wales,Used
2019,Lexus,NX,SUV,"76,470",2.0L,Sports Automatic,Petrol,42800,New South Wales,Used
2024,Ford,Everest,SUV,"13,000",3.0L,Sports Automatic,Diesel,79238,Victoria,Used
2025,MINI,Countryman,SUV,N/A,1.5L,Sports Automatic Dual Clutch,Petrol,55990,N/A,Available to order
2024,Kia,Sportage,SUV,10,2.0L,Sports Automatic,Petrol,46700,Victoria,Demo
2023,Lexus,LBX,SUV,"6,176",1.5L,Constantly Variable Transmission,Hybrid,60314,Australian Capital Territory,Used
2022,Tesla,Model Y,SUV,"40,938",N/A,Reduction Gear,Electric,48450,Victoria,Used
2024,Hyundai,Tucson,SUV,"2,014",1.6L,Sports Automatic Dual Clutch,Petrol,42340,Queensland,Demo
2024,Kia,EV5,SUV,"2,001",N/A,Reduction Gear,Electric,56740,Victoria,Demo
2025,MINI,Countryman,SUV,N/A,1.5L,Sports Automatic Dual Clutch,Petrol,55990,N/A,Available to order
2020,Audi,Q2,SUV,"25,128",1.4L,Sports Automatic Dual Clutch,Petrol,29880,Queensland,Used
2023,GWM,Tank 500,SUV,"1,307",2.0L,Sports Automatic,Hybrid,68888,New South Wales,Demo
2019,Land,Rover Range Rover Velar,SUV,"87,729",2.0L,Sports Automatic,Diesel,45800,New South Wales,Used
2024,GWM,Tank 500,SUV,"4,537",2.0L,Sports Automatic,Hybrid,58990,N/A,Demo
2023,Audi,Q3,SUV,"21,976",1.4L,Sports Automatic Dual Clutch,Petrol,39490,Queensland,Used
2025,MINI,Countryman,SUV,N/A,2.0L,Sports Automatic Dual Clutch,Petrol,63990,N/A,Available to order
2024,MG,ZST,SUV,755,1.5L,Constantly Variable Transmission,Petrol,21500,Queensland,Demo
2024,Isuzu,MU-X,SUV,13,3.0L,Sports Automatic,Diesel,67490,Victoria,New
2024,Chery,Tiggo 8 Pro Max,SUV,"2,202",2.0L,Sports Automatic Dual Clutch,Petrol,35990,New South Wales,Demo
2020,Mazda,CX-30,SUV,"29,290",2.0L,Sports Automatic,Petrol,28490,Victoria,Used
2022,Kia,Carnival,N/A,"127,877",2.2L,Sports Automatic,Diesel,36990,Western Australia,Used
2025,MINI,Countryman,SUV,N/A,2.0L,Sports Automatic Dual Clutch,Petrol,70990,N/A,Available to order
2014,Land,Rover Range Rover Sport,SUV,"122,400",3.0L,Sports Automatic,Diesel,34814,New South Wales,Used
2022,Mitsubishi,Outlander,SUV,"21,938",2.4L,Automatic,Hybrid,52450,Victoria,Used
2023,Volkswagen,T-Roc,SUV,"59,664",1.4L,Sports Automatic,Petrol,27770,Western Australia,Used
2019,Nissan,Patrol,SUV,"159,860",5.6L,Sports Automatic,Petrol,54980,New South Wales,Used
2019,Toyota,Tarago,N/A,"28,503",2.4L,Constantly Variable Transmission,Petrol,35990,Queensland,Used
2025,MINI,Countryman,SUV,N/A,N/A,Automatic,Electric,64990,N/A,Available to order
2023,Mazda,CX-3,SUV,"8,268",2.0L,Sports Automatic,Petrol,35525,N/A,Used
2019,Hyundai,iMax,N/A,"128,733",2.5L,Automatic,Diesel,32690,Queensland,Used
2018,Hyundai,Tucson,SUV,"91,260",2.0L,Automatic,Petrol,20990,Queensland,Used
2021,Kia,Carnival,N/A,"70,997",3.5L,Sports Automatic,Petrol,43970,Victoria,Used
2024,Toyota,RAV4,SUV,"12,655",2.0L,Constantly Variable Transmission,Petrol,42900,New South Wales,Used
2025,MINI,Countryman,SUV,N/A,1.5L,Sports Automatic Dual Clutch,Petrol,52990,N/A,Available to order
2021,Toyota,Landcruiser Prado,SUV,"70,749",2.8L,Sports Automatic,Diesel,84990,Queensland,Used
2022,Land,Rover Range Rover Evoque,SUV,"25,692",2.0L,Sports Automatic,Petrol,76673,New South Wales,Used
2024,Chery,Tiggo 4 Pro,SUV,N/A,1.5L,Constantly Variable Transmission,Petrol,23990,Queensland,New
2017,Land,Rover Range Rover Sport,SUV,"87,972",3.0L,Sports Automatic,Diesel,51590,New South Wales,Used
2017,Mercedes-Benz,GLC-Class,SUV,"54,753",3.0L,Sports Automatic,Diesel,47295,New South Wales,Used
2025,MINI,Countryman,SUV,N/A,2.0L,Sports Automatic Dual Clutch,Petrol,58990,N/A,Available to order
2019,Toyota,Corolla,Hatchback,"86,747",2.0L,Constantly Variable Transmission,Petrol,23575,New South Wales,Used
2022,Mercedes-Benz,A-Class,Hatchback,"4,359",1.3L,Sports Automatic Dual Clutch,Petrol,45888,New South Wales,Used
2018,Toyota,Hiace,Van,"61,656",3.0L,Automatic,Diesel,40766,Western Australia,Used
2016,Hyundai,Elantra,Sedan,"34,876",2.0L,Sports Automatic,Petrol,20477,New South Wales,Used
2020,Toyota,Camry,Sedan,"76,717",2.5L,Sports Automatic,Petrol,28989,South Australia,Used
2025,MINI,Cooper,Hatchback,N/A,1.5L,Sports Automatic Dual Clutch,Petrol,46990,N/A,Available to order
2018,Holden,Astra,Hatchback,"162,976",1.4L,Sports Automatic,Petrol,13490,Queensland,Used
2019,Toyota,Landcruiser,N/A,"73,845",4.5L,Manual,Diesel,77999,Queensland,Used
2022,Hyundai,i30,Hatchback,"11,125",2.0L,Sports Automatic Dual Clutch,Petrol,50950,Tasmania,Used
2023,Volkswagen,T-Roc,SUV,"59,664",1.4L,Sports Automatic,Petrol,27770,Western Australia,Used
2019,Subaru,Forester,SUV,"65,082",2.5L,Constantly Variable Transmission,Petrol,26190,N/A,Used
2025,MINI,Cooper,Hatchback,N/A,1.5L,Sports Automatic Dual Clutch,Petrol,43990,N/A,Available to order
2019,Toyota,Tarago,N/A,"28,503",2.4L,Constantly Variable Transmission,Petrol,35990,Queensland,Used
2023,Mazda,CX-3,SUV,"8,268",2.0L,Sports Automatic,Petrol,35525,N/A,Used
2021,Volkswagen,Tiguan,SUV,"60,101",2.0L,Sports Automatic Dual Clutch,Petrol,42107,New South Wales,Used
2025,MG,MG3,Hatchback,6,1.5L,Constantly Variable Transmission,Petrol,21890,Queensland,New
2021,Kia,Rio,Hatchback,"67,449",1.4L,Manual,Petrol,17857,Queensland,Used
2025,MINI,Cooper,Hatchback,N/A,N/A,Automatic,Electric,58990,N/A,Available to order
2022,Toyota,Corolla,Sedan,"41,711",1.8L,Constantly Variable Transmission,Hybrid,29747,New South Wales,Used
2016,Kia,Picanto,Hatchback,"106,708",1.3L,Automatic,Petrol,11995,South Australia,Used
2024,Toyota,Camry,Sedan,473,2.5L,Constantly Variable Transmission,Hybrid,45217,Western Australia,Used
2023,MG,MG3,Hatchback,"11,369",1.5L,Automatic,Petrol,18015,New South Wales,Used
2017,Kia,Rio,Hatchback,"47,948",1.4L,Sports Automatic,Petrol,17226,Victoria,Used
2025,Nissan,Navara,Ute,N/A,2.3L,Sports Automatic,Diesel,62283,N/A,Available to order
2015,Land,Rover Range Rover Evoque,SUV,"126,157",2.0L,Sports Automatic,Diesel,25628,Queensland,Used
2022,Kia,Carnival,N/A,"68,125",2.2L,Sports Automatic,Diesel,42555,Queensland,Used
2022,Mazda,CX-3,SUV,"38,379",2.0L,Sports Automatic,Petrol,27990,Victoria,Used
2020,Mazda,CX-3,SUV,"68,600",2.0L,Sports Automatic,Petrol,22990,Queensland,Used
2018,MG,ZS,SUV,"151,701",1.0L,Automatic,Petrol,13450,South Australia,Used
2025,Nissan,Navara,Ute,N/A,2.3L,Sports Automatic,Diesel,71643,N/A,Available to order
2022,Toyota,Kluger,SUV,"62,813",2.5L,Constantly Variable Transmission,Hybrid,47990,Queensland,Used
2014,Hyundai,i30,Hatchback,"88,800",1.8L,Sports Automatic,Petrol,15440,New South Wales,Used
2018,Renault,Koleos,SUV,"96,592",2.5L,Constantly Variable Transmission,Petrol,17868,Victoria,Used
2020,Isuzu,MU-X,SUV,"84,727",3.0L,Sports Automatic,Diesel,47310,Australian Capital Territory,Used
2024,Chery,OMODA 5,SUV,N/A,1.5L,Constantly Variable Transmission,Petrol,26990,Victoria,New
2025,Nissan,Navara,Ute,N/A,2.3L,Manual,Diesel,69143,N/A,Available to order
2014,Hyundai,ix35,SUV,"117,918",2.0L,Sports Automatic,Petrol,13990,Queensland,Used
2016,Ford,Falcon Ute,Ute,"143,959",4.0L,Sports Automatic,,19990,Queensland,Used
2012,Great,Wall V200,Ute,"145,021",2.0L,Manual,Diesel,8990,Victoria,Used
2020,Mercedes-Benz,GLA-Class,SUV,"98,495",1.3L,Sports Automatic Dual Clutch,Petrol,32799,N/A,Used
2022,Toyota,Kluger,SUV,"22,964",3.5L,Sports Automatic,Petrol,51920,South Australia,Used
2025,Nissan,Navara,Ute,N/A,2.3L,Sports Automatic,Diesel,62283,N/A,Available to order
2014,Land,Rover Discovery,SUV,"129,832",3.0L,Sports Automatic,Diesel,36364,Western Australia,Used
2023,Kia,EV6,SUV,"25,933",N/A,Reduction Gear,Electric,57990,Queensland,Used
2017,Land,Rover Range Rover Evoque,SUV,"74,743",2.0L,Sports Automatic,Diesel,35392,Western Australia,Used
2024,GWM,Haval H6,SUV,10,1.5L,Constantly Variable Transmission,Hybrid,41485,Western Australia,New
2020,Mitsubishi,Outlander,SUV,"26,986",2.2L,Sports Automatic,Diesel,36756,South Australia,Used
2025,Nissan,Navara,Ute,N/A,2.3L,Manual,Diesel,69143,N/A,Available to order
2024,LDV,T60,Ute,12,2.0L,Sports Automatic,Diesel,42990,Queensland,New
2024,Hyundai,Tucson,SUV,"2,033",2.0L,Automatic,Petrol,38888,Queensland,Demo
2022,Mitsubishi,Eclipse Cross,SUV,"15,417",2.4L,Automatic,Hybrid,35990,Queensland,Used
2023,Mitsubishi,Triton,Ute,"3,349",2.4L,Sports Automatic,Diesel,38900,Victoria,Used
2024,Hyundai,Kona,SUV,"2,012",2.0L,Constantly Variable Transmission,Petrol,39999,Queensland,Demo
2025,Nissan,Navara,Ute,N/A,2.3L,Sports Automatic,Diesel,71643,N/A,Available to order
2024,Kia,Sportage,SUV,"2,140",1.6L,Sports Automatic,Hybrid,56990,Victoria,Demo
1994,Land,Rover Defender,Wagon,"14,568",2.5L,Manual,Diesel,33475,Queensland,Used
2023,Nissan,QASHQAI,SUV,"10,991",1.3L,Constantly Variable Transmission,Petrol,42777,Victoria,Used
2019,Mercedes-Benz,C-Class,Coupe,"49,886",2.0L,Sports Automatic,Petrol,50948,Victoria,Used
2022,RAM,1500,Ute,"37,041",5.7L,Automatic,Petrol,121900,Victoria,Used
2025,Nissan,Navara,Ute,N/A,2.3L,Sports Automatic,Diesel,50728,N/A,Available to order
2018,Holden,Astra,Hatchback,"162,976",1.4L,Sports Automatic,Petrol,13490,Queensland,Used
2013,Jeep,Wrangler,SUV,"61,652",3.6L,Automatic,Petrol,28990,Queensland,Used
2025,GWM,Cannon,Ute,15,2.4L,Sports Automatic,Diesel,40085,Victoria,New
2024,GWM,Ute,Ute,12,2.0L,Sports Automatic,Diesel,39990,Queensland,New
2020,Subaru,XV,SUV,"85,636",2.0L,Constantly Variable Transmission,Petrol,26990,New South Wales,Used
2025,MG,HS,SUV,N/A,1.5L,Sports Automatic Dual Clutch,Petrol,33990,N/A,Available to order
2020,Toyota,Corolla,Sedan,"91,806",2.0L,Constantly Variable Transmission,Petrol,24669,Western Australia,Used
2020,Toyota,Camry,Sedan,"100,171",2.5L,Constantly Variable Transmission,Hybrid,31490,Western Australia,Used
1998,Toyota,Camry,Sedan,"150,908",2.2L,Automatic,Petrol,5958,South Australia,Used
2013,Mazda,3,Sedan,"107,245",2.0L,Sports Automatic,Petrol,12995,Queensland,Used
2017,Toyota,86,Coupe,"100,835",2.0L,Sports Automatic,Petrol,34888,Queensland,Used
2025,MG,Cyberster,Coupe,N/A,N/A,Automatic,Electric,115000,N/A,Available to order
2023,Hyundai,Kona,SUV,18,1.6L,Sports Automatic Dual Clutch,Petrol,44900,Queensland,Used
2022,Volkswagen,T-Cross,SUV,"1,501",1.0L,Sports Automatic Dual Clutch,Petrol,39190,Queensland,Used
2012,Great,Wall V200,Ute,"145,021",2.0L,Manual,Diesel,8990,Victoria,Used
2024,Kia,Sorento,SUV,"3,890",2.2L,Sports Automatic Dual Clutch,Diesel,59790,Victoria,Demo
2023,Volvo,XC40,SUV,"1,017",N/A,Automatic,Electric,69990,Queensland,Demo
2025,Nissan,Navara,Ute,N/A,2.3L,Sports Automatic,Diesel,62283,N/A,Available to order
2019,BMW,X4,SUV,"85,560",2.0L,Sports Automatic,Petrol,51490,Queensland,Used
2023,BMW,X3,SUV,"22,498",2.0L,Sports Automatic,Petrol,86990,New South Wales,Used
2018,Land,Rover Discovery Sport,SUV,"117,540",2.0L,Sports Automatic,Diesel,27800,New South Wales,Used
2020,BMW,X6,SUV,"119,069",3.0L,Sports Automatic,Diesel,69490,Queensland,Used
2024,SsangYong,Musso,Ute,15,2.2L,Sports Automatic,Diesel,38988,Queensland,New
2025,Nissan,Navara,Ute,N/A,2.3L,Manual,Diesel,59783,N/A,Available to order
2006,Toyota,Hilux,Ute,"330,968",4.0L,Manual,Petrol,16820,Queensland,Used
2024,Ford,Ranger,Ute,"5,242",3.0L,Sports Automatic,Petrol,82926,Victoria,Used
2019,Nissan,Navara,Ute,"96,422",2.3L,Sports Automatic,Diesel,42735,New South Wales,Used
2025,GWM,Cannon,Ute,15,2.4L,Sports Automatic,Diesel,43085,Victoria,New
2022,Toyota,Hiace,Van,"59,397",2.8L,Sports Automatic,Diesel,46340,New South Wales,Used
2025,Nissan,Navara,N/A,N/A,2.3L,Sports Automatic,Diesel,43428,N/A,Available to order
2020,Ford,Ranger,Ute,"208,746",3.2L,Sports Automatic,Diesel,23990,Queensland,Used
2007,Toyota,Hiace,Van,"252,762",3.0L,Automatic,Diesel,14419,Queensland,Used
2024,Mitsubishi,ASX,SUV,2,2.0L,Constantly Variable Transmission,Petrol,30480,Queensland,Demo
2022,Toyota,RAV4,SUV,"55,142",2.5L,Constantly Variable Transmission,Hybrid,40990,Queensland,Used
2024,Nissan,X-TRAIL,SUV,"5,056",2.5L,Constantly Variable Transmission,Petrol,43550,Queensland,Used
2025,Nissan,JUKE,SUV,N/A,1.0L,Sports Automatic Dual Clutch,Petrol,37665,N/A,Available to order
2022,Mercedes-Benz,GLC-Class,SUV,"26,054",3.0L,Sports Automatic,Petrol,89400,New South Wales,Used
2024,Hyundai,Kona,SUV,"2,160",1.6L,Sports Automatic Dual Clutch,Hybrid,39880,New South Wales,Demo
2025,Chery,Tiggo 4 Pro,SUV,15,1.5L,Constantly Variable Transmission,Petrol,27490,New South Wales,New
2023,GWM,Haval Jolion,SUV,"23,380",1.5L,Sports Automatic Dual Clutch,Petrol,21900,New South Wales,Used
2022,Toyota,RAV4,SUV,"62,226",2.5L,Constantly Variable Transmission,Hybrid,36990,Queensland,Used
2025,Nissan,Navara,N/A,N/A,2.3L,Manual,Diesel,46428,N/A,Available to order
2018,Honda,HR-V,SUV,"107,376",1.8L,Constantly Variable Transmission,Petrol,19805,Victoria,Used
2024,Hyundai,Kona,SUV,450,2.0L,Constantly Variable Transmission,Petrol,34629,New South Wales,Demo
2022,Ford,Everest,SUV,"51,061",2.0L,Sports Automatic,Diesel,56830,New South Wales,Used
2023,MG,ZS,SUV,"26,960",1.5L,Automatic,Petrol,17900,Victoria,Used
2022,Volkswagen,Golf,Wagon,"91,919",1.4L,Sports Automatic,Petrol,25225,New South Wales,Used
2025,Nissan,JUKE,SUV,N/A,1.0L,Sports Automatic Dual Clutch,Petrol,38665,N/A,Available to order
2021,Honda,HR-V,SUV,"109,830",1.8L,Constantly Variable Transmission,Petrol,22650,New South Wales,Used
2024,Isuzu,MU-X,SUV,"1,598",3.0L,Sports Automatic,Diesel,66990,Victoria,Demo
2023,Suzuki,Jimny,SUV,"16,359",1.5L,Manual,Petrol,34888,Victoria,Used
2017,Mazda,CX-5,SUV,"119,077",2.0L,Sports Automatic,Petrol,23880,Victoria,Used
2023,Toyota,Corolla Cross,SUV,"6,745",2.0L,Constantly Variable Transmission,Hybrid,49888,Victoria,Used
2025,Nissan,JUKE,SUV,N/A,1.0L,Sports Automatic Dual Clutch,Petrol,37665,N/A,Available to order
2020,Holden,Commodore,Wagon,"109,253",2.0L,Sports Automatic,Petrol,16980,New South Wales,Used
2023,Kia,Seltos,SUV,"25,360",2.0L,Constantly Variable Transmission,Petrol,31990,Queensland,Used
2022,Toyota,Yaris Cross,SUV,"14,882",1.5L,Constantly Variable Transmission,Hybrid,34990,Queensland,Used
2024,MINI,Countryman,SUV,"3,991",1.5L,Sports Automatic Dual Clutch,Petrol,47990,New South Wales,Used
2022,Mazda,CX-5,SUV,"43,172",2.5L,Sports Automatic,Petrol,38775,Queensland,Used
2025,Nissan,JUKE,SUV,N/A,1.0L,Sports Automatic Dual Clutch,Petrol,38665,N/A,Available to order
2025,Hyundai,Santa Fe,SUV,10,1.6L,Automatic,Hybrid,60990,Victoria,New
2025,Kia,Carnival,N/A,10,2.2L,Sports Automatic,Diesel,57690,Victoria,New
2024,Kia,Carnival,N/A,"2,236",2.2L,Sports Automatic,Diesel,72490,New South Wales,Demo
2024,Toyota,RAV4,SUV,"14,874",2.5L,Constantly Variable Transmission,Hybrid,45300,Victoria,Used
2024,Hyundai,Santa Fe,SUV,"2,063",1.6L,Automatic,Hybrid,79990,New South Wales,Demo
2025,Nissan,Navara,N/A,N/A,2.3L,Manual,Diesel,46428,N/A,Available to order
2024,Suzuki,Vitara,SUV,650,1.4L,Sports Automatic,Petrol,28888,New South Wales,Demo
2016,Toyota,Landcruiser Prado,SUV,"220,019",2.8L,Sports Automatic,Diesel,30890,Tasmania,Used
2019,Mazda,CX-3,SUV,"91,530",2.0L,Manual,Petrol,20753,Victoria,Used
2024,Suzuki,Vitara,SUV,"3,120",1.6L,Sports Automatic,Petrol,26980,New South Wales,Demo
2024,Kia,Seltos,SUV,12,2.0L,Constantly Variable Transmission,Petrol,37421,Queensland,Demo
2025,Nissan,Navara,N/A,N/A,2.3L,Sports Automatic,Diesel,47428,N/A,Available to order
2025,MG,ZST,SUV,10,1.5L,Constantly Variable Transmission,Petrol,22888,Victoria,New
2022,Mazda,CX-5,SUV,"60,074",2.5L,Sports Automatic,Petrol,29860,New South Wales,Used
2024,LDV,D90,SUV,26,2.0L,Sports Automatic,Petrol,40990,New South Wales,Demo
2022,Kia,Carnival,N/A,"46,057",2.2L,Sports Automatic,Diesel,49490,New South Wales,Used
2021,Kia,Sorento,SUV,"130,618",2.2L,Sports Automatic Dual Clutch,Diesel,35010,New South Wales,Used
2025,Nissan,Navara,N/A,N/A,2.3L,Sports Automatic,Diesel,36428,N/A,Available to order
2025,Chery,Tiggo 4 Pro,SUV,4,1.5L,Constantly Variable Transmission,Petrol,26200,New South Wales,Demo
2024,BMW,X1,SUV,"2,000",1.5L,Sports Automatic Dual Clutch,Petrol,69666,New South Wales,Demo
2016,Toyota,RAV4,SUV,"165,462",2.0L,Constantly Variable Transmission,Petrol,17990,N/A,Used
2024,Hyundai,Kona,SUV,450,2.0L,Constantly Variable Transmission,Petrol,34629,New South Wales,Demo
2021,MG,ZS,SUV,"43,661",1.5L,Automatic,Petrol,16480,Queensland,Used
2025,Nissan,Navara,N/A,N/A,2.3L,Manual,Diesel,33928,N/A,Available to order
2015,Hyundai,i30,Hatchback,"119,735",2.0L,Manual,Petrol,14490,Queensland,Used
2024,Abarth,695,Hatchback,17,1.4L,Sports Automatic Single Clutch,Petrol,46700,South Australia,New
2017,Land,Rover Range Rover Evoque,SUV,"73,100",2.0L,Sports Automatic,Petrol,49990,Queensland,Used
2006,Jaguar,X-Type,Sedan,"241,520",2.1L,Automatic,Petrol,7990,Victoria,Used
2022,Toyota,Kluger,SUV,"46,495",2.5L,Constantly Variable Transmission,Hybrid,52990,Victoria,Used
2025,MG,Cyberster,Coupe,N/A,N/A,Automatic,Electric,115000,N/A,Available to order
2024,Mazda,CX-5,SUV,17,2.0L,Sports Automatic,Petrol,37990,New South Wales,New
2018,Land,Rover Discovery Sport,SUV,"186,117",2.0L,Sports Automatic,Diesel,18539,Queensland,Used
2024,Kia,Carnival,N/A,"2,381",1.6L,Sports Automatic,Hybrid,74990,Victoria,Demo
2017,MINI,Countryman,SUV,"66,162",1.5L,Sports Automatic,Petrol,25990,Queensland,Used
2016,Mercedes-Benz,E-Class,Coupe,"85,008",2.0L,Sports Automatic,Petrol,27880,Queensland,Used
2025,MG,HS,SUV,N/A,1.5L,Sports Automatic Dual Clutch,Petrol,33990,N/A,Available to order
2019,Land,Rover Discovery Sport,SUV,"59,671",2.0L,Sports Automatic,Diesel,46990,Queensland,Used
2024,Chery,Tiggo 4 Pro,SUV,25,1.5L,Constantly Variable Transmission,Petrol,24590,Victoria,New
2018,Nissan,X-TRAIL,SUV,"108,357",2.5L,Constantly Variable Transmission,Petrol,18998,Western Australia,Used
2023,Subaru,Crosstrek,SUV,"17,581",2.0L,Constantly Variable Transmission,Petrol,36490,Queensland,Used
2024,Hyundai,i30,Sedan,N/A,2.0L,Constantly Variable Transmission,Petrol,33918,Victoria,New
2025,MINI,Cooper,Hatchback,N/A,1.5L,Sports Automatic Dual Clutch,Petrol,41990,N/A,Available to order
2019,Jaguar,F-PACE,SUV,"47,570",2.0L,Sports Automatic,Diesel,46480,Queensland,Used
2018,Jaguar,E-PACE,SUV,"80,217",2.0L,Sports Automatic,Petrol,31724,Queensland,Used
2018,Mercedes-Benz,A-Class,Hatchback,"82,896",1.3L,Sports Automatic Dual Clutch,Petrol,29990,Queensland,Used
2023,Kia,Picanto,Hatchback,"8,521",1.3L,Automatic,Petrol,19708,Western Australia,Used
2023,MG,ZST,SUV,"2,812",1.3L,Automatic,Petrol,25990,New South Wales,Used
2025,MINI,Cooper,Hatchback,N/A,1.5L,Sports Automatic Dual Clutch,Petrol,47990,N/A,Available to order
2019,Lexus,UX,SUV,"112,947",2.0L,Constantly Variable Transmission,Petrol,26770,New South Wales,Used
2014,Mazda,3,Sedan,"91,867",2.0L,Manual,Petrol,13999,Victoria,Used
2022,Kia,Cerato,Sedan,"35,133",2.0L,Sports Automatic,Petrol,26812,South Australia,Used
2019,Hyundai,Elantra,Sedan,"74,338",2.0L,Sports Automatic,Petrol,19520,New South Wales,Used
2017,Hyundai,Accent,Sedan,"99,665",1.6L,Manual,Petrol,10597,New South Wales,Used
2025,MINI,Cooper,Hatchback,N/A,1.5L,Sports Automatic Dual Clutch,Petrol,44990,N/A,Available to order
2016,Toyota,Landcruiser Prado,SUV,"220,019",2.8L,Sports Automatic,Diesel,30890,Tasmania,Used
2017,Volkswagen,Polo,Hatchback,"48,488",1.2L,Sports Automatic Dual Clutch,Petrol,16430,New South Wales,Used
2020,Kia,Rio,Hatchback,"35,832",1.4L,Automatic,Petrol,18234,Victoria,Used
2020,MG,MG3,Hatchback,"45,254",1.5L,Automatic,Petrol,15000,Victoria,Used
